RXDDRGID,RXDDRUG,RXDINGFL,RXDDCI1A,RXDDCI1B,RXDDCI1C,RXDDCI2A,RXDDCI2B,RXDDCI2C,RXDDCI3A,RXDDCI3B,RXDDCI3C,RXDDCI4A,RXDDCI4B,RXDDCI4C,RXDICI1A,RXDICI1B,RXDICI1C,RXDICI2A,RXDICI2B,RXDICI2C,RXDICI3A,RXDICI3B,RXDICI3C,RXDICI4A,RXDICI4B,RXDICI4C,RXDICI5A,RXDICI5B,RXDICI5C,RXDICI6A,RXDICI6B,RXDICI6C,RXDDCN1A,RXDDCN1B,RXDDCN1C,RXDDCN2A,RXDDCN2B,RXDDCN2C,RXDDCN3A,RXDDCN3B,RXDDCN3C,RXDDCN4A,RXDDCN4B,RXDDCN4C,RXDICN1A,RXDICN1B,RXDICN1C,RXDICN2A,RXDICN2B,RXDICN2C,RXDICN3A,RXDICN3B,RXDICN3C,RXDICN4A,RXDICN4B,RXDICN4C,RXDICN5A,RXDICN5B,RXDICN5C,RXDICN6A,RXDICN6B,RXDICN6C
b'd03630',b'ANHYDROUS CALCIUM IODIDE; CODEINE',2.0,122.0,132.0,,,,,,,,,,,57.0,58.0,60.0,122.0,124.0,,122.0,128.0,,,,,,,,,,,b'RESPIRATORY AGENTS',b'UPPER RESPIRATORY COMBINATIONS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'CENTRAL NERVOUS SYSTEM AGENTS',b'ANALGESICS',b'NARCOTIC ANALGESICS',b'RESPIRATORY AGENTS',b'ANTITUSSIVES',b'',b'RESPIRATORY AGENTS',b'EXPECTORANTS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b''
b'd03632',b'CETYLPYRIDINIUM TOPICAL',1.0,133.0,146.0,,,,,,,,,,,133.0,146.0,,,,,,,,,,,,,,,,,b'TOPICAL AGENTS',b'MOUTH AND THROAT PRODUCTS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'TOPICAL AGENTS',b'MOUTH AND THROAT PRODUCTS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b''
b'd03640',b'BUDESONIDE NASAL',1.0,133.0,247.0,245.0,,,,,,,,,,133.0,247.0,245.0,,,,,,,,,,,,,,,,b'TOPICAL AGENTS',b'NASAL PREPARATIONS',b'NASAL STEROIDS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'TOPICAL AGENTS',b'NASAL PREPARATIONS',b'NASAL STEROIDS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b''
b'd03651',b'CHOLINE SALICYLATE; MAGNESIUM SALICYLATE',2.0,57.0,58.0,62.0,,,,,,,,,,57.0,58.0,62.0,,,,,,,,,,,,,,,,b'CENTRAL NERVOUS SYSTEM AGENTS',b'ANALGESICS',b'SALICYLATES',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'CENTRAL NERVOUS SYSTEM AGENTS',b'ANALGESICS',b'SALICYLATES',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b''
b'd03652',b'COLCHICINE; PROBENECID',2.0,358.0,194.0,,,,,,,,,,,358.0,194.0,,,,,,,,,,,,,,,,,b'METABOLIC AGENTS',b'ANTIGOUT AGENTS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'METABOLIC AGENTS',b'ANTIGOUT AGENTS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b''
b'd03655',b'LIDOCAINE; PRILOCAINE TOPICAL',2.0,133.0,136.0,139.0,,,,,,,,,,133.0,136.0,139.0,,,,,,,,,,,,,,,,b'TOPICAL AGENTS',b'DERMATOLOGICAL AGENTS',b'TOPICAL ANESTHETICS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'TOPICAL AGENTS',b'DERMATOLOGICAL AGENTS',b'TOPICAL ANESTHETICS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b''
b'd03665',b'MENTHOL TOPICAL',1.0,133.0,136.0,453.0,,,,,,,,,,133.0,136.0,453.0,,,,,,,,,,,,,,,,b'TOPICAL AGENTS',b'DERMATOLOGICAL AGENTS',b'TOPICAL RUBEFACIENT',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'TOPICAL AGENTS',b'DERMATOLOGICAL AGENTS',b'TOPICAL RUBEFACIENT',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b''
b'd03676',b'NALOXONE; PENTAZOCINE',2.0,57.0,58.0,191.0,,,,,,,,,,57.0,58.0,60.0,105.0,106.0,,,,,,,,,,,,,,b'CENTRAL NERVOUS SYSTEM AGENTS',b'ANALGESICS',b'NARCOTIC ANALGESIC COMBINATIONS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'CENTRAL NERVOUS SYSTEM AGENTS',b'ANALGESICS',b'NARCOTIC ANALGESICS',b'MISCELLANEOUS AGENTS',b'ANTIDOTES',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b''
b'd03682',b'ACETAMINOPHEN; PENTAZOCINE',2.0,57.0,58.0,191.0,,,,,,,,,,57.0,58.0,59.0,57.0,58.0,60.0,,,,,,,,,,,,,b'CENTRAL NERVOUS SYSTEM AGENTS',b'ANALGESICS',b'NARCOTIC ANALGESIC COMBINATIONS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'CENTRAL NERVOUS SYSTEM AGENTS',b'ANALGESICS',b'MISCELLANEOUS ANALGESICS',b'CENTRAL NERVOUS SYSTEM AGENTS',b'ANALGESICS',b'NARCOTIC ANALGESICS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b''
b'd03689',b'CALCIUM ACETATE',1.0,105.0,460.0,,115.0,117.0,,,,,,,,105.0,460.0,,115.0,117.0,,,,,,,,,,,,,,b'MISCELLANEOUS AGENTS',b'PHOSPHATE BINDERS',b'',b'NUTRITIONAL PRODUCTS',b'MINERALS AND ELECTROLYTES',b'',b'',b'',b'',b'',b'',b'',b'MISCELLANEOUS AGENTS',b'PHOSPHATE BINDERS',b'',b'NUTRITIONAL PRODUCTS',b'MINERALS AND ELECTROLYTES',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b''
b'd03694',b'MEDRYSONE OPHTHALMIC',1.0,133.0,147.0,165.0,,,,,,,,,,133.0,147.0,165.0,,,,,,,,,,,,,,,,b'TOPICAL AGENTS',b'OPHTHALMIC PREPARATIONS',b'OPHTHALMIC STEROIDS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'TOPICAL AGENTS',b'OPHTHALMIC PREPARATIONS',b'OPHTHALMIC STEROIDS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b''
b'd03712',b'CAMPHOR TOPICAL',1.0,133.0,136.0,453.0,,,,,,,,,,133.0,136.0,453.0,,,,,,,,,,,,,,,,b'TOPICAL AGENTS',b'DERMATOLOGICAL AGENTS',b'TOPICAL RUBEFACIENT',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'TOPICAL AGENTS',b'DERMATOLOGICAL AGENTS',b'TOPICAL RUBEFACIENT',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b''
b'd03735',b'TRIETHANOLAMINE POLYPEPTIDE OLEATE OTIC',1.0,133.0,148.0,393.0,,,,,,,,,,133.0,148.0,393.0,,,,,,,,,,,,,,,,b'TOPICAL AGENTS',b'OTIC PREPARATIONS',b'CERUMENOLYTICS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'TOPICAL AGENTS',b'OTIC PREPARATIONS',b'CERUMENOLYTICS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b''
b'd03738',b'TETRACYCLINE TOPICAL',1.0,133.0,136.0,143.0,133.0,136.0,290.0,,,,,,,133.0,136.0,143.0,133.0,136.0,290.0,,,,,,,,,,,,,b'TOPICAL AGENTS',b'DERMATOLOGICAL AGENTS',b'TOPICAL ACNE AGENTS',b'TOPICAL AGENTS',b'DERMATOLOGICAL AGENTS',b'TOPICAL ANTIBIOTICS',b'',b'',b'',b'',b'',b'',b'TOPICAL AGENTS',b'DERMATOLOGICAL AGENTS',b'TOPICAL ACNE AGENTS',b'TOPICAL AGENTS',b'DERMATOLOGICAL AGENTS',b'TOPICAL ANTIBIOTICS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b''
b'd03740',b'ENALAPRIL; HYDROCHLOROTHIAZIDE',2.0,40.0,55.0,467.0,,,,,,,,,,40.0,42.0,,40.0,49.0,156.0,,,,,,,,,,,,,b'CARDIOVASCULAR AGENTS',b'ANTIHYPERTENSIVE COMBINATIONS',b'ACE INHIBITORS WITH THIAZIDES',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'CARDIOVASCULAR AGENTS',b'ANGIOTENSIN CONVERTING ENZYME (ACE) INHIBITORS',b'',b'CARDIOVASCULAR AGENTS',b'DIURETICS',b'THIAZIDE AND THIAZIDE-LIKE DIURETICS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b''
b'd03743',b'PYRIMETHAMINE; SULFADOXINE',2.0,1.0,5.0,328.0,,,,,,,,,,1.0,5.0,239.0,1.0,15.0,,,,,,,,,,,,,,b'ANTI-INFECTIVES',b'ANTIMALARIAL AGENTS',b'ANTIMALARIAL COMBINATIONS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'ANTI-INFECTIVES',b'ANTIMALARIAL AGENTS',b'MISCELLANEOUS ANTIMALARIALS',b'ANTI-INFECTIVES',b'SULFONAMIDES',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b''
b'd03744',b'BISOPROLOL; HYDROCHLOROTHIAZIDE',2.0,40.0,55.0,472.0,,,,,,,,,,40.0,47.0,274.0,40.0,49.0,156.0,,,,,,,,,,,,,b'CARDIOVASCULAR AGENTS',b'ANTIHYPERTENSIVE COMBINATIONS',b'BETA BLOCKERS WITH THIAZIDES',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'CARDIOVASCULAR AGENTS',b'BETA-ADRENERGIC BLOCKING AGENTS',"b'BETA BLOCKERS, CARDIOSELECTIVE'",b'CARDIOVASCULAR AGENTS',b'DIURETICS',b'THIAZIDE AND THIAZIDE-LIKE DIURETICS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b''
b'd03751',b'DEXBROMPHENIRAMINE; PSEUDOEPHEDRINE',2.0,122.0,132.0,,,,,,,,,,,122.0,123.0,,122.0,127.0,,,,,,,,,,,,,,b'RESPIRATORY AGENTS',b'UPPER RESPIRATORY COMBINATIONS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'RESPIRATORY AGENTS',b'ANTIHISTAMINES',b'',b'RESPIRATORY AGENTS',b'DECONGESTANTS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b''
b'd03752',b'TACROLIMUS',1.0,254.0,104.0,441.0,,,,,,,,,,254.0,104.0,441.0,,,,,,,,,,,,,,,,b'IMMUNOLOGIC AGENTS',b'IMMUNOSUPPRESSIVE AGENTS',b'CALCINEURIN INHIBITORS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'IMMUNOLOGIC AGENTS',b'IMMUNOSUPPRESSIVE AGENTS',b'CALCINEURIN INHIBITORS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b''
b'd03754',b'ACRIVASTINE; PSEUDOEPHEDRINE',2.0,122.0,132.0,,,,,,,,,,,122.0,123.0,,122.0,127.0,,,,,,,,,,,,,,b'RESPIRATORY AGENTS',b'UPPER RESPIRATORY COMBINATIONS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'RESPIRATORY AGENTS',b'ANTIHISTAMINES',b'',b'RESPIRATORY AGENTS',b'DECONGESTANTS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b''
b'd03756',b'BACITRACIN TOPICAL',1.0,133.0,136.0,290.0,,,,,,,,,,133.0,136.0,290.0,,,,,,,,,,,,,,,,b'TOPICAL AGENTS',b'DERMATOLOGICAL AGENTS',b'TOPICAL ANTIBIOTICS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'TOPICAL AGENTS',b'DERMATOLOGICAL AGENTS',b'TOPICAL ANTIBIOTICS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b''
b'd03759',b'SALMETEROL',1.0,122.0,125.0,180.0,,,,,,,,,,122.0,125.0,180.0,,,,,,,,,,,,,,,,b'RESPIRATORY AGENTS',b'BRONCHODILATORS',b'ADRENERGIC BRONCHODILATORS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'RESPIRATORY AGENTS',b'BRONCHODILATORS',b'ADRENERGIC BRONCHODILATORS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b''
b'd03768',b'OCULAR LUBRICANT',1.0,133.0,147.0,168.0,,,,,,,,,,133.0,147.0,168.0,,,,,,,,,,,,,,,,b'TOPICAL AGENTS',b'OPHTHALMIC PREPARATIONS',b'OPHTHALMIC LUBRICANTS AND IRRIGATIONS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'TOPICAL AGENTS',b'OPHTHALMIC PREPARATIONS',b'OPHTHALMIC LUBRICANTS AND IRRIGATIONS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b''
b'd03770',b'EMOLLIENTS TOPICAL',1.0,133.0,136.0,248.0,,,,,,,,,,133.0,136.0,248.0,,,,,,,,,,,,,,,,b'TOPICAL AGENTS',b'DERMATOLOGICAL AGENTS',b'TOPICAL EMOLLIENTS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'TOPICAL AGENTS',b'DERMATOLOGICAL AGENTS',b'TOPICAL EMOLLIENTS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b''
b'd03773',b'STAVUDINE',1.0,1.0,7.0,176.0,,,,,,,,,,1.0,7.0,176.0,,,,,,,,,,,,,,,,b'ANTI-INFECTIVES',b'ANTIVIRAL AGENTS',b'NRTIS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'ANTI-INFECTIVES',b'ANTIVIRAL AGENTS',b'NRTIS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b''
b'd03774',b'DOXEPIN TOPICAL',1.0,133.0,136.0,382.0,,,,,,,,,,133.0,136.0,382.0,,,,,,,,,,,,,,,,b'TOPICAL AGENTS',b'DERMATOLOGICAL AGENTS',b'TOPICAL ANTIHISTAMINES',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'TOPICAL AGENTS',b'DERMATOLOGICAL AGENTS',b'TOPICAL ANTIHISTAMINES',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b''
b'd03775',b'FAMCICLOVIR',1.0,1.0,7.0,229.0,,,,,,,,,,1.0,7.0,229.0,,,,,,,,,,,,,,,,b'ANTI-INFECTIVES',b'ANTIVIRAL AGENTS',b'PURINE NUCLEOSIDES',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'ANTI-INFECTIVES',b'ANTIVIRAL AGENTS',b'PURINE NUCLEOSIDES',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b''
b'd03777',b'POTASSIUM ACETATE',1.0,115.0,117.0,,,,,,,,,,,115.0,117.0,,,,,,,,,,,,,,,,,b'NUTRITIONAL PRODUCTS',b'MINERALS AND ELECTROLYTES',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'NUTRITIONAL PRODUCTS',b'MINERALS AND ELECTROLYTES',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b''
b'd03778',b'CHLOROTHIAZIDE; METHYLDOPA',2.0,40.0,55.0,468.0,,,,,,,,,,40.0,44.0,,40.0,49.0,156.0,,,,,,,,,,,,,b'CARDIOVASCULAR AGENTS',b'ANTIHYPERTENSIVE COMBINATIONS',b'ANTIADRENERGIC AGENTS (CENTRAL) WITH THIAZIDES',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'CARDIOVASCULAR AGENTS',"b'ANTIADRENERGIC AGENTS, CENTRALLY ACTING'",b'',b'CARDIOVASCULAR AGENTS',b'DIURETICS',b'THIAZIDE AND THIAZIDE-LIKE DIURETICS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b''
b'd03781',b'ETHINYL ESTRADIOL; NORGESTIMATE',2.0,97.0,101.0,102.0,,,,,,,,,,97.0,101.0,183.0,97.0,101.0,185.0,,,,,,,,,,,,,b'HORMONES/HORMONE MODIFIERS',b'SEX HORMONES',b'CONTRACEPTIVES',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'HORMONES/HORMONE MODIFIERS',b'SEX HORMONES',b'ESTROGENS',b'HORMONES/HORMONE MODIFIERS',b'SEX HORMONES',b'PROGESTINS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b''
b'd03782',b'DESOGESTREL; ETHINYL ESTRADIOL',2.0,97.0,101.0,102.0,,,,,,,,,,97.0,101.0,183.0,97.0,101.0,185.0,,,,,,,,,,,,,b'HORMONES/HORMONE MODIFIERS',b'SEX HORMONES',b'CONTRACEPTIVES',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'HORMONES/HORMONE MODIFIERS',b'SEX HORMONES',b'ESTROGENS',b'HORMONES/HORMONE MODIFIERS',b'SEX HORMONES',b'PROGESTINS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b''
b'd03788',b'CALCIPOTRIENE TOPICAL',1.0,133.0,136.0,144.0,,,,,,,,,,133.0,136.0,144.0,,,,,,,,,,,,,,,,b'TOPICAL AGENTS',b'DERMATOLOGICAL AGENTS',b'TOPICAL ANTIPSORIATICS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'TOPICAL AGENTS',b'DERMATOLOGICAL AGENTS',b'TOPICAL ANTIPSORIATICS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b''
b'd03789',b'POTASSIUM GLUCONATE',1.0,115.0,117.0,,,,,,,,,,,115.0,117.0,,,,,,,,,,,,,,,,,b'NUTRITIONAL PRODUCTS',b'MINERALS AND ELECTROLYTES',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'NUTRITIONAL PRODUCTS',b'MINERALS AND ELECTROLYTES',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b''
b'd03800',b'CALCIUM GLUCONATE',1.0,115.0,117.0,,,,,,,,,,,115.0,117.0,,,,,,,,,,,,,,,,,b'NUTRITIONAL PRODUCTS',b'MINERALS AND ELECTROLYTES',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'NUTRITIONAL PRODUCTS',b'MINERALS AND ELECTROLYTES',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b''
b'd03804',b'FLUVOXAMINE',1.0,242.0,249.0,208.0,,,,,,,,,,242.0,249.0,208.0,,,,,,,,,,,,,,,,b'PSYCHOTHERAPEUTIC AGENTS',b'ANTIDEPRESSANTS',b'SSRI ANTIDEPRESSANTS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'PSYCHOTHERAPEUTIC AGENTS',b'ANTIDEPRESSANTS',b'SSRI ANTIDEPRESSANTS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b''
b'd03805',b'DORZOLAMIDE OPHTHALMIC',1.0,133.0,147.0,164.0,,,,,,,,,,133.0,147.0,164.0,,,,,,,,,,,,,,,,b'TOPICAL AGENTS',b'OPHTHALMIC PREPARATIONS',b'OPHTHALMIC GLAUCOMA AGENTS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'TOPICAL AGENTS',b'OPHTHALMIC PREPARATIONS',b'OPHTHALMIC GLAUCOMA AGENTS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b''
b'd03806',b'ALBENDAZOLE',1.0,1.0,3.0,,,,,,,,,,,1.0,3.0,,,,,,,,,,,,,,,,,b'ANTI-INFECTIVES',b'ANTHELMINTICS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'ANTI-INFECTIVES',b'ANTHELMINTICS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b''
b'd03807',b'METFORMIN',1.0,358.0,99.0,214.0,,,,,,,,,,358.0,99.0,214.0,,,,,,,,,,,,,,,,b'METABOLIC AGENTS',b'ANTIDIABETIC AGENTS',b'BIGUANIDES',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'METABOLIC AGENTS',b'ANTIDIABETIC AGENTS',b'BIGUANIDES',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b''
b'd03808',b'NEFAZODONE',1.0,242.0,249.0,306.0,,,,,,,,,,242.0,249.0,306.0,,,,,,,,,,,,,,,,b'PSYCHOTHERAPEUTIC AGENTS',b'ANTIDEPRESSANTS',b'PHENYLPIPERAZINE ANTIDEPRESSANTS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'PSYCHOTHERAPEUTIC AGENTS',b'ANTIDEPRESSANTS',b'PHENYLPIPERAZINE ANTIDEPRESSANTS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b''
b'd03809',b'LAMOTRIGINE',1.0,57.0,64.0,348.0,,,,,,,,,,57.0,64.0,348.0,,,,,,,,,,,,,,,,b'CENTRAL NERVOUS SYSTEM AGENTS',b'ANTICONVULSANTS',b'TRIAZINE ANTICONVULSANTS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'CENTRAL NERVOUS SYSTEM AGENTS',b'ANTICONVULSANTS',b'TRIAZINE ANTICONVULSANTS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b''
b'd03812',b'DALTEPARIN',1.0,81.0,82.0,261.0,,,,,,,,,,81.0,82.0,261.0,,,,,,,,,,,,,,,,b'COAGULATION MODIFIERS',b'ANTICOAGULANTS',b'HEPARINS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'COAGULATION MODIFIERS',b'ANTICOAGULANTS',b'HEPARINS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b''
b'd03814',b'RIMEXOLONE OPHTHALMIC',1.0,133.0,147.0,165.0,,,,,,,,,,133.0,147.0,165.0,,,,,,,,,,,,,,,,b'TOPICAL AGENTS',b'OPHTHALMIC PREPARATIONS',b'OPHTHALMIC STEROIDS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'TOPICAL AGENTS',b'OPHTHALMIC PREPARATIONS',b'OPHTHALMIC STEROIDS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b''
b'd03818',b'LORATADINE; PSEUDOEPHEDRINE',2.0,122.0,132.0,,,,,,,,,,,122.0,123.0,,122.0,127.0,,,,,,,,,,,,,,b'RESPIRATORY AGENTS',b'UPPER RESPIRATORY COMBINATIONS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'RESPIRATORY AGENTS',b'ANTIHISTAMINES',b'',b'RESPIRATORY AGENTS',b'DECONGESTANTS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b''
b'd03819',b'CONJUGATED ESTROGENS; MEDROXYPROGESTERONE',2.0,97.0,101.0,186.0,,,,,,,,,,20.0,24.0,,97.0,101.0,102.0,97.0,101.0,183.0,97.0,101.0,185.0,,,,,,,b'HORMONES/HORMONE MODIFIERS',b'SEX HORMONES',b'SEX HORMONE COMBINATIONS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'ANTINEOPLASTICS',b'ANTINEOPLASTIC HORMONES',b'',b'HORMONES/HORMONE MODIFIERS',b'SEX HORMONES',b'CONTRACEPTIVES',b'HORMONES/HORMONE MODIFIERS',b'SEX HORMONES',b'ESTROGENS',b'HORMONES/HORMONE MODIFIERS',b'SEX HORMONES',b'PROGESTINS',b'',b'',b'',b'',b'',b''
b'd03821',b'LOSARTAN',1.0,40.0,56.0,,,,,,,,,,,40.0,56.0,,,,,,,,,,,,,,,,,b'CARDIOVASCULAR AGENTS',b'ANGIOTENSIN II INHIBITORS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'CARDIOVASCULAR AGENTS',b'ANGIOTENSIN II INHIBITORS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b''
b'd03825',b'NISOLDIPINE',1.0,40.0,48.0,,,,,,,,,,,40.0,48.0,,,,,,,,,,,,,,,,,b'CARDIOVASCULAR AGENTS',b'CALCIUM CHANNEL BLOCKING AGENTS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'CARDIOVASCULAR AGENTS',b'CALCIUM CHANNEL BLOCKING AGENTS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b''
b'd03826',b'TRAMADOL',1.0,57.0,58.0,60.0,,,,,,,,,,57.0,58.0,60.0,,,,,,,,,,,,,,,,b'CENTRAL NERVOUS SYSTEM AGENTS',b'ANALGESICS',b'NARCOTIC ANALGESICS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'CENTRAL NERVOUS SYSTEM AGENTS',b'ANALGESICS',b'NARCOTIC ANALGESICS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b''
b'd03827',b'CETIRIZINE',1.0,122.0,123.0,,,,,,,,,,,122.0,123.0,,,,,,,,,,,,,,,,,b'RESPIRATORY AGENTS',b'ANTIHISTAMINES',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'RESPIRATORY AGENTS',b'ANTIHISTAMINES',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b''
b'd03828',b'LANSOPRAZOLE',1.0,87.0,272.0,,,,,,,,,,,87.0,272.0,,,,,,,,,,,,,,,,,b'GASTROINTESTINAL AGENTS',b'PROTON PUMP INHIBITORS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'GASTROINTESTINAL AGENTS',b'PROTON PUMP INHIBITORS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b''
b'd03829',b'AMLODIPINE; BENAZEPRIL',2.0,40.0,55.0,476.0,,,,,,,,,,40.0,42.0,,40.0,48.0,,,,,,,,,,,,,,b'CARDIOVASCULAR AGENTS',b'ANTIHYPERTENSIVE COMBINATIONS',b'ACE INHIBITORS WITH CALCIUM CHANNEL BLOCKING AGENTS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'CARDIOVASCULAR AGENTS',b'ANGIOTENSIN CONVERTING ENZYME (ACE) INHIBITORS',b'',b'CARDIOVASCULAR AGENTS',b'CALCIUM CHANNEL BLOCKING AGENTS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b''
b'd03830',b'HYDROCHLOROTHIAZIDE; LOSARTAN',2.0,40.0,55.0,473.0,,,,,,,,,,40.0,49.0,156.0,40.0,56.0,,,,,,,,,,,,,,b'CARDIOVASCULAR AGENTS',b'ANTIHYPERTENSIVE COMBINATIONS',b'ANGIOTENSIN II INHIBITORS WITH THIAZIDES',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'CARDIOVASCULAR AGENTS',b'DIURETICS',b'THIAZIDE AND THIAZIDE-LIKE DIURETICS',b'CARDIOVASCULAR AGENTS',b'ANGIOTENSIN II INHIBITORS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b''
